date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:22:16	100/100	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:16%20GMT	https://ta-studios.com/legal/mesafeli-satis-sozlesmesi?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/mesafeli-satis-sozlesmesi9ed2	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:16	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:17%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fmesafeli-satis-sozlesmesi%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordf467	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:16	17438/17438	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:17%20GMT	https://ta-studios.com/legal/gizlilik-politikasi?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/gizlilik-politikasi9ed2.html	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:17	11400/11400	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:17%20GMT	https://ta-studios.com/legal/yorum-politikasi?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/yorum-politikasi9ed2.html	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:17	10200/10200	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:17%20GMT	https://ta-studios.com/legal/canli-destek-kurallari?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/canli-destek-kurallari9ed2.html	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:17	10969/10969	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:18%20GMT	https://ta-studios.com/legal/geri-iade-politikasi?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/geri-iade-politikasi9ed2.html	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:17	63064/63064	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:18%20GMT	https://ta-studios.com/canli-destek?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/canli-destek9ed2.html	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:17	4718/4718	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:18%20GMT	https://ta-studios.com/cdn-cgi/l/email-protection	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/l/email-protection	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:18	9879/9879	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:18%20GMT	https://ta-studios.com/legal/mobil-ek?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/mobil-ek9ed2.html	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:18	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2020%20Aug%202026%2019:22:18%20GMT	https://ta-studios.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:18	6556/6556	---MCZ	200	added ('OK')	text/javascript	etag:W/%22199c-1a015891980%22	https://ta-studios.com/Assets/Code/legal-shell.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/legal-shellbf5f.js	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:19	10039/10039	---MCZ	200	added ('OK')	text/javascript	etag:W/%222737-1a01589197e%22	https://ta-studios.com/Assets/Code/legal-document.js?v=10.0.0-20260818154144	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/Assets/Code/legal-documentbf5f.js	(from https://ta-studios.com/legal/hizmet-sartlari)
22:22:20	3338/3338	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:20%20GMT	https://ta-studios.com/cdn-cgi/content?id=r3Y8sui5dUtwza1jbIqfHsRdAb_6RH22afjPpDn8Mao-1787253722.7601936-1.2.1.1-D7TN6fyKjFEtKi0056Mfwd.ovHQodguRXnJHtyguuGuwGEq8tk8ip1xAkJMcO0If	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contentf4c3.html	(from https://ta-studios.com/legal/gizlilik-politikasi)
22:22:21	13778/13778	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:21%20GMT	https://ta-studios.com/legal/hizmet-sartlari?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/hizmet-sartlari9ed2.html	(from https://ta-studios.com/legal/gizlilik-politikasi)
22:22:22	3998/3998	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:22%20GMT	https://ta-studios.com/cdn-cgi/content?id=95TbRQAmXszeVXu1OibEQB8AjaQxRVWcG_ujsw3SHPg-1787253722.9733937-1.2.1.1-G8NAKqxoznLq62SwALDCM_iYIA1.KxgePpxjZbXwXe82A1Fu1ir2YT.XiRP3krHm	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content34cf.html	(from https://ta-studios.com/legal/yorum-politikasi)
22:22:22	4359/4359	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:22%20GMT	https://ta-studios.com/cdn-cgi/content?id=SYz6K5i52lY6_tYaWR0b0xLZMlI6_Dr_sPvb2X_a8Vw-1787253723.1851032-1.2.1.1-ePxPLB5YW01qls4PqlWm4JJW87b1XYyl1AHZ6pnmDk1pxOjoqHkUvEfm1UpspL3R	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content1647-2.html	(from https://ta-studios.com/legal/geri-iade-politikasi)
22:22:22	97/97	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:23%20GMT	https://ta-studios.com/legal/on-bilgilendirme-formu?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/on-bilgilendirme-formu9ed2	(from https://ta-studios.com/legal/geri-iade-politikasi)
22:22:22	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:23%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fon-bilgilendirme-formu%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordade0	(from https://ta-studios.com/legal/geri-iade-politikasi)
22:22:23	100/100	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:23%20GMT	https://ta-studios.com/legal/mesafeli-satis-sozlesmesi?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/mesafeli-satis-sozlesmesi9ed2	(from https://ta-studios.com/legal/geri-iade-politikasi)
22:22:23	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:23%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fmesafeli-satis-sozlesmesi%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordf467	(from https://ta-studios.com/legal/geri-iade-politikasi)
22:22:23	3354/3354	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:23%20GMT	https://ta-studios.com/cdn-cgi/content?id=sY.o_hHiwsVZtK2ttYfzIA75XqWNZD1aOG2z1LkQ.f4-1787253723.3911455-1.2.1.1-dGPxF.MwlBvC79ubpAiFZjE0vinDDREWVWCSYy05jJae7EBRHNI96e4dsaeO3_BX	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contentbd1b.html	(from https://ta-studios.com/legal/canli-destek-kurallari)
22:22:24	4391/4391	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:24%20GMT	https://ta-studios.com/cdn-cgi/content?id=4ktv60YO.iq0Kc6tjpPLaY1.Dy2wP_Q2lScRASr3lk4-1787253723.5947635-1.2.1.1-N_9gXtt6gl1NnVeQmrTZ.nZne1r3SZHO.LgsqOg6Z_RckF2.YydgyVwa18wghk47	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content0d09.html	(from https://ta-studios.com/legal/mobil-ek)
22:22:24	4474/4474	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:24%20GMT	https://ta-studios.com/cdn-cgi/content?id=nkKIluQWkrlqSedTC0kEbzdiFVw5268ys8sEQvPKSxQ-1787253737.2455049-1.2.1.1-SPRBnQW8nsyLgdk5PHIFJjVhmHu0PrjByfx85xX0dGrhQwnFvMzXwrJQ6Teyv5dN	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contentb2eb.html	(from https://ta-studios.com/legal/gizlilik-politikasi?lang=en)
22:22:24	4351/4351	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:25%20GMT	https://ta-studios.com/cdn-cgi/content?id=Y68.FEkN.qMn2qdAIts_aNfZhXi8OkOOSqIyh3j.bmU-1787253737.4748824-1.2.1.1-4r2M67BfNtbw6F9lZ4lQVP3m9SZ7NJ0HAcDTRfmmIsk_DfzwLWccUe4I1g3OfdVm	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contente2fa.html	(from https://ta-studios.com/legal/yorum-politikasi?lang=en)
22:22:25	3726/3726	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:25%20GMT	https://ta-studios.com/cdn-cgi/content?id=ENqCmGpxLyPZH68eeXeP35Ll_2Jo1ouCfmtpQsRCxX4-1787253737.734704-1.2.1.1-_UGwEZx9MniEkHjsVwVCNmYFNb4uNVNdXeWp0VY.mXhJQx51DW3Ms1Za9S4NUzFh	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contentcb75.html	(from https://ta-studios.com/legal/canli-destek-kurallari?lang=en)
22:22:25	3338/3338	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:25%20GMT	https://ta-studios.com/cdn-cgi/content?id=s52shgUn_1KholXRrAD2L8EU6V.sZ_fs9eF6yoJqok8-1787253737.9724631-1.2.1.1-vLgrxs.bG2c5nJJ2VVhsF_Ui28hh9WvrXV1K71Va1nelqc9HXMLRqv4wJMfikVD9	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content0d47.html	(from https://ta-studios.com/legal/geri-iade-politikasi?lang=en)
22:22:25	97/97	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:25%20GMT	https://ta-studios.com/legal/on-bilgilendirme-formu?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/on-bilgilendirme-formu9ed2	(from https://ta-studios.com/legal/geri-iade-politikasi?lang=en)
22:22:25	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:26%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fon-bilgilendirme-formu%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordade0	(from https://ta-studios.com/legal/geri-iade-politikasi?lang=en)
22:22:25	100/100	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:26%20GMT	https://ta-studios.com/legal/mesafeli-satis-sozlesmesi?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/mesafeli-satis-sozlesmesi9ed2	(from https://ta-studios.com/legal/geri-iade-politikasi?lang=en)
22:22:26	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:26%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fmesafeli-satis-sozlesmesi%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordf467	(from https://ta-studios.com/legal/geri-iade-politikasi?lang=en)
22:22:26	4391/4391	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:26%20GMT	https://ta-studios.com/cdn-cgi/content?id=AcHvwq49D_pj1jybU1vMdAMEzjVL9Ga7aA5nrBssgBA-1787253738.1816516-1.2.1.1-yoDY8GB3ZzzPeolTlAAiMXHQY3zkCLyU07L9U4_EEKnqBUyadJR7.YYIJFzEUOgC	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contenta9cd.html	(from https://ta-studios.com/canli-destek?lang=en)
22:22:26	168/168	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:27%20GMT	https://ta-studios.com/api/baglantilar/verify?return=%2Fcanli-destek&relink=1&reauth=1	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/baglantilar/verify9f27	(from https://ta-studios.com/canli-destek?lang=en)
22:22:27	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:27%20GMT	https://ta-studios.com/api/auth/discord?next=%2Fapi%2Fbaglantilar%2Fverify%3Freturn%3D%252Fcanli-destek%26relink%3D1%26reauth%3D1&linked_roles=1&reauth=1	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordeb2a	(from https://ta-studios.com/canli-destek?lang=en)
22:22:27	84/84	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:27%20GMT	https://ta-studios.com/legal/satin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/satin-alma-belgelerim	(from https://ta-studios.com/canli-destek?lang=en)
22:22:27	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:27%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fsatin-alma-belgelerim	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discord7406	(from https://ta-studios.com/canli-destek?lang=en)
22:22:28	4092/4092	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:28%20GMT	https://ta-studios.com/cdn-cgi/content?id=eO1PCzL.n3B27BZQnP1e0vBR6edvxQjihU9BdvAQJY0-1787253738.6484983-1.2.1.1-byyWdbKSKaVOzRgbaUhLU4R_uV5TTZLeYKz5QPqw2950RMA6onpT0jb51S54cATU	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/content1a79.html	(from https://ta-studios.com/legal/mobil-ek?lang=en)
22:22:28	3732/3732	---MCZ	200	added ('OK')	text/html	date:Thu,%2020%20Aug%202026%2019:22:28%20GMT	https://ta-studios.com/cdn-cgi/content?id=6wU_WxRDJcVQocCg_FAD5De42.8G.9SxVX55Ny0GHIk-1787253741.6059854-1.2.1.1-pjgtysPgLsqBlKNmi0Ptm.sQdXyLjzxK2Pv_h.juWoqauu83Aazd5_rRNpgwn6SP	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/cdn-cgi/contente9f9.html	(from https://ta-studios.com/legal/hizmet-sartlari?lang=en)
22:22:28	97/97	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:28%20GMT	https://ta-studios.com/legal/on-bilgilendirme-formu?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/on-bilgilendirme-formu9ed2	(from https://ta-studios.com/legal/hizmet-sartlari?lang=en)
22:22:28	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:29%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fon-bilgilendirme-formu%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordade0	(from https://ta-studios.com/legal/hizmet-sartlari?lang=en)
22:22:28	100/100	---MC-	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:29%20GMT	https://ta-studios.com/legal/mesafeli-satis-sozlesmesi?lang=en	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/legal/mesafeli-satis-sozlesmesi9ed2	(from https://ta-studios.com/legal/hizmet-sartlari?lang=en)
22:22:29	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2020%20Aug%202026%2019:22:29%20GMT	https://ta-studios.com/api/auth/discord?next=%2Flegal%2Fmesafeli-satis-sozlesmesi%3Flang%3Den	C:/Users/mehme/Desktop/vex-dev/ta-studios.com/api/auth/discordf467	(from https://ta-studios.com/legal/hizmet-sartlari?lang=en)
